96,120,152,192,240,304,384,480,600,752,944,1024,total_miss_ratio,total_slab_cnt,96_miss_ratio,96_miss_ratio_delta,96_access_freq,120_miss_ratio,120_miss_ratio_delta,120_access_freq,152_miss_ratio,152_miss_ratio_delta,152_access_freq,192_miss_ratio,192_miss_ratio_delta,192_access_freq,240_miss_ratio,240_miss_ratio_delta,240_access_freq,304_miss_ratio,304_miss_ratio_delta,304_access_freq,384_miss_ratio,384_miss_ratio_delta,384_access_freq,480_miss_ratio,480_miss_ratio_delta,480_access_freq,600_miss_ratio,600_miss_ratio_delta,600_access_freq,752_miss_ratio,752_miss_ratio_delta,752_access_freq,944_miss_ratio,944_miss_ratio_delta,944_access_freq,1024_miss_ratio,1024_miss_ratio_delta,1024_access_freq
0,6,6,0,6,1,1,0,0,2,3,4,0.475665,29,1.000000,inf,52457,0.482918,0.015541,2671077,0.440384,0.014419,2705847,1.000000,inf,11849,0.489571,0.015184,2475555,0.447406,0.552594,317394,0.532559,0.467441,112472,1.000000,inf,56526,1.000000,inf,13203,0.477228,0.056100,730982,0.467774,0.037445,1425977,0.464493,0.026143,1426661
0,6,6,0,6,1,1,0,0,2,4,4,0.472710,30,1.000000,inf,52457,0.482918,0.015541,2671077,0.440384,0.014419,2705847,1.000000,inf,11849,0.489571,0.015184,2475555,0.447406,0.552594,317394,0.532559,0.467441,112472,1.000000,inf,56526,1.000000,inf,13203,0.477228,0.056100,730982,0.442908,0.024866,1425977,0.464493,0.026143,1426661
1,6,6,0,6,1,1,0,0,2,4,4,0.469781,31,0.330061,0.669939,52457,0.482918,0.015541,2671077,0.440384,0.014419,2705847,1.000000,inf,11849,0.489571,0.015184,2475555,0.447406,0.552594,317394,0.532559,0.467441,112472,1.000000,inf,56526,1.000000,inf,13203,0.477228,0.056100,730982,0.442908,0.024866,1425977,0.464493,0.026143,1426661
1,7,6,0,6,1,1,0,0,2,4,4,0.466927,32,0.330061,0.669939,52457,0.470097,0.012822,2671077,0.440384,0.014419,2705847,1.000000,inf,11849,0.489571,0.015184,2475555,0.447406,0.552594,317394,0.532559,0.467441,112472,1.000000,inf,56526,1.000000,inf,13203,0.477228,0.056100,730982,0.442908,0.024866,1425977,0.464493,0.026143,1426661
1,7,6,0,6,1,1,0,0,2,4,5,0.464107,33,0.330061,0.669939,52457,0.470097,0.012822,2671077,0.440384,0.014419,2705847,1.000000,inf,11849,0.489571,0.015184,2475555,0.447406,0.552594,317394,0.532559,0.467441,112472,1.000000,inf,56526,1.000000,inf,13203,0.477228,0.056100,730982,0.442908,0.024866,1425977,0.440775,0.023718,1426661
1,7,7,0,6,1,1,0,0,2,4,5,0.461433,34,0.330061,0.669939,52457,0.470097,0.012822,2671077,0.428526,0.011859,2705847,1.000000,inf,11849,0.489571,0.015184,2475555,0.447406,0.552594,317394,0.532559,0.467441,112472,1.000000,inf,56526,1.000000,inf,13203,0.477228,0.056100,730982,0.442908,0.024866,1425977,0.440775,0.023718,1426661
1,7,7,0,7,1,1,0,0,2,4,5,0.458820,35,0.330061,0.669939,52457,0.470097,0.012822,2671077,0.428526,0.011859,2705847,1.000000,inf,11849,0.476905,0.012666,2475555,0.447406,0.552594,317394,0.532559,0.467441,112472,1.000000,inf,56526,1.000000,inf,13203,0.477228,0.056100,730982,0.442908,0.024866,1425977,0.440775,0.023718,1426661
1,8,7,0,7,1,1,0,0,2,4,5,0.456403,36,0.330061,0.669939,52457,0.459236,0.010860,2671077,0.428526,0.011859,2705847,1.000000,inf,11849,0.476905,0.012666,2475555,0.447406,0.552594,317394,0.532559,0.467441,112472,1.000000,inf,56526,1.000000,inf,13203,0.477228,0.056100,730982,0.442908,0.024866,1425977,0.440775,0.023718,1426661
1,8,7,0,8,1,1,0,0,2,4,5,0.454065,37,0.330061,0.669939,52457,0.459236,0.010860,2671077,0.428526,0.011859,2705847,1.000000,inf,11849,0.465570,0.011335,2475555,0.447406,0.552594,317394,0.532559,0.467441,112472,1.000000,inf,56526,1.000000,inf,13203,0.477228,0.056100,730982,0.442908,0.024866,1425977,0.440775,0.023718,1426661
1,8,7,0,8,1,1,1,0,2,4,5,0.451807,38,0.330061,0.669939,52457,0.459236,0.010860,2671077,0.428526,0.011859,2705847,1.000000,inf,11849,0.465570,0.011335,2475555,0.447406,0.552594,317394,0.532559,0.467441,112472,0.520681,0.479319,56526,1.000000,inf,13203,0.477228,0.056100,730982,0.442908,0.024866,1425977,0.440775,0.023718,1426661
1,8,8,0,8,1,1,1,0,2,4,5,0.449564,39,0.330061,0.669939,52457,0.459236,0.010860,2671077,0.418579,0.009946,2705847,1.000000,inf,11849,0.465570,0.011335,2475555,0.447406,0.552594,317394,0.532559,0.467441,112472,0.520681,0.479319,56526,1.000000,inf,13203,0.477228,0.056100,730982,0.442908,0.024866,1425977,0.440775,0.023718,1426661
1,9,8,0,8,1,1,1,0,2,4,5,0.447339,40,0.330061,0.669939,52457,0.449241,0.009995,2671077,0.418579,0.009946,2705847,1.000000,inf,11849,0.465570,0.011335,2475555,0.447406,0.552594,317394,0.532559,0.467441,112472,0.520681,0.479319,56526,1.000000,inf,13203,0.477228,0.056100,730982,0.442908,0.024866,1425977,0.440775,0.023718,1426661
1,9,8,0,8,1,1,1,0,2,5,5,0.445141,41,0.330061,0.669939,52457,0.449241,0.009995,2671077,0.418579,0.009946,2705847,1.000000,inf,11849,0.465570,0.011335,2475555,0.447406,0.552594,317394,0.532559,0.467441,112472,0.520681,0.479319,56526,1.000000,inf,13203,0.477228,0.056100,730982,0.424413,0.018495,1425977,0.440775,0.023718,1426661
1,9,9,0,8,1,1,1,0,2,5,5,0.443088,42,0.330061,0.669939,52457,0.449241,0.009995,2671077,0.409474,0.009106,2705847,1.000000,inf,11849,0.465570,0.011335,2475555,0.447406,0.552594,317394,0.532559,0.467441,112472,0.520681,0.479319,56526,1.000000,inf,13203,0.477228,0.056100,730982,0.424413,0.018495,1425977,0.440775,0.023718,1426661
1,9,9,0,9,1,1,1,0,2,5,5,0.441126,43,0.330061,0.669939,52457,0.449241,0.009995,2671077,0.409474,0.009106,2705847,1.000000,inf,11849,0.456059,0.009511,2475555,0.447406,0.552594,317394,0.532559,0.467441,112472,0.520681,0.479319,56526,1.000000,inf,13203,0.477228,0.056100,730982,0.424413,0.018495,1425977,0.440775,0.023718,1426661
1,10,9,0,9,1,1,1,0,2,5,5,0.439205,44,0.330061,0.669939,52457,0.440609,0.008632,2671077,0.409474,0.009106,2705847,1.000000,inf,11849,0.456059,0.009511,2475555,0.447406,0.552594,317394,0.532559,0.467441,112472,0.520681,0.479319,56526,1.000000,inf,13203,0.477228,0.056100,730982,0.424413,0.018495,1425977,0.440775,0.023718,1426661
1,10,9,0,9,1,1,1,0,2,5,6,0.437313,45,0.330061,0.669939,52457,0.440609,0.008632,2671077,0.409474,0.009106,2705847,1.000000,inf,11849,0.456059,0.009511,2475555,0.447406,0.552594,317394,0.532559,0.467441,112472,0.520681,0.479319,56526,1.000000,inf,13203,0.477228,0.056100,730982,0.424413,0.018495,1425977,0.424863,0.015911,1426661
1,10,9,0,9,1,1,1,0,3,5,6,0.435489,46,0.330061,0.669939,52457,0.440609,0.008632,2671077,0.409474,0.009106,2705847,1.000000,inf,11849,0.456059,0.009511,2475555,0.447406,0.552594,317394,0.532559,0.467441,112472,0.520681,0.479319,56526,1.000000,inf,13203,0.447283,0.029945,730982,0.424413,0.018495,1425977,0.424863,0.015911,1426661
1,10,10,0,9,1,1,1,0,3,5,6,0.433681,47,0.330061,0.669939,52457,0.440609,0.008632,2671077,0.401455,0.008019,2705847,1.000000,inf,11849,0.456059,0.009511,2475555,0.447406,0.552594,317394,0.532559,0.467441,112472,0.520681,0.479319,56526,1.000000,inf,13203,0.447283,0.029945,730982,0.424413,0.018495,1425977,0.424863,0.015911,1426661
1,10,10,0,10,1,1,1,0,3,5,6,0.431951,48,0.330061,0.669939,52457,0.440609,0.008632,2671077,0.401455,0.008019,2705847,1.000000,inf,11849,0.447673,0.008386,2475555,0.447406,0.552594,317394,0.532559,0.467441,112472,0.520681,0.479319,56526,1.000000,inf,13203,0.447283,0.029945,730982,0.424413,0.018495,1425977,0.424863,0.015911,1426661
1,11,10,0,10,1,1,1,0,3,5,6,0.430277,49,0.330061,0.669939,52457,0.433090,0.007519,2671077,0.401455,0.008019,2705847,1.000000,inf,11849,0.447673,0.008386,2475555,0.447406,0.552594,317394,0.532559,0.467441,112472,0.520681,0.479319,56526,1.000000,inf,13203,0.447283,0.029945,730982,0.424413,0.018495,1425977,0.424863,0.015911,1426661
1,11,11,0,10,1,1,1,0,3,5,6,0.428646,50,0.330061,0.669939,52457,0.433090,0.007519,2671077,0.394220,0.007235,2705847,1.000000,inf,11849,0.447673,0.008386,2475555,0.447406,0.552594,317394,0.532559,0.467441,112472,0.520681,0.479319,56526,1.000000,inf,13203,0.447283,0.029945,730982,0.424413,0.018495,1425977,0.424863,0.015911,1426661
1,12,11,0,10,1,1,1,0,3,5,6,0.427022,51,0.330061,0.669939,52457,0.425795,0.007294,2671077,0.394220,0.007235,2705847,1.000000,inf,11849,0.447673,0.008386,2475555,0.447406,0.552594,317394,0.532559,0.467441,112472,0.520681,0.479319,56526,1.000000,inf,13203,0.447283,0.029945,730982,0.424413,0.018495,1425977,0.424863,0.015911,1426661
1,12,11,0,10,1,1,1,0,3,6,6,0.425417,52,0.330061,0.669939,52457,0.425795,0.007294,2671077,0.394220,0.007235,2705847,1.000000,inf,11849,0.447673,0.008386,2475555,0.447406,0.552594,317394,0.532559,0.467441,112472,0.520681,0.479319,56526,1.000000,inf,13203,0.447283,0.029945,730982,0.410904,0.013509,1425977,0.424863,0.015911,1426661
1,12,11,0,10,1,1,1,0,3,6,7,0.423892,53,0.330061,0.669939,52457,0.425795,0.007294,2671077,0.394220,0.007235,2705847,1.000000,inf,11849,0.447673,0.008386,2475555,0.447406,0.552594,317394,0.532559,0.467441,112472,0.520681,0.479319,56526,1.000000,inf,13203,0.447283,0.029945,730982,0.410904,0.013509,1425977,0.412036,0.012828,1426661
1,12,12,0,10,1,1,1,0,3,6,7,0.422370,54,0.330061,0.669939,52457,0.425795,0.007294,2671077,0.387473,0.006747,2705847,1.000000,inf,11849,0.447673,0.008386,2475555,0.447406,0.552594,317394,0.532559,0.467441,112472,0.520681,0.479319,56526,1.000000,inf,13203,0.447283,0.029945,730982,0.410904,0.013509,1425977,0.412036,0.012828,1426661
